[2026-02-10 15:12:54] URI: /api/events/get-events.php | Referer: http://localhost:8000/public/pages/index.html | Session Name: EVENTRA_USER_SESS | ID: 0r8kivglpvq9qlt13fg14597kb | UserID: None | Role: None
[2026-02-11 09:26:02] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:02] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:02] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:11] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:11] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:11] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:11] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:11] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:11] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:11] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:17] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:17] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:17] URI: /api/users/get-users.php?client_id=1 | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:17] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:29] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:29] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:29] URI: /api/users/get-users.php?client_id=1 | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:29] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:35] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/media.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:35] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/media.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:35] URI: /api/media/get-media.php?client_id=1 | Referer: http://localhost:8000/client/pages/media.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:35] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/media.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:38] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/media.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:39] URI: /api/notifications/mark-notification-read.php | Referer: http://localhost:8000/client/pages/media.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:39] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/media.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:43] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:43] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:43] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:43] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:26:58] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:27:13] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:27:28] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:27:43] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:27:58] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:28:13] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:28:28] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:28:43] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:28:58] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:06] URI: /api/events/create-event.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:08] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:08] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:08] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:08] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:14] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:14] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:14] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:14] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:14] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:14] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:14] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:18] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:18] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:18] URI: /api/users/get-users.php?client_id=1 | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:18] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/users.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:21] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:21] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:21] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:21] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:33] URI: /api/events/publish-event.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:34] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:34] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:34] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:34] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:38] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:41] URI: /api/notifications/mark-notification-read.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:41] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:42] URI: /api/notifications/mark-notification-read.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:42] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:44] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:44] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:44] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:44] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:44] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:45] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:45] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:48] URI: /api/stats/get-chart-data.php?period=30days | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:49] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:49] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:49] URI: /api/events/get-upcoming-events.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:49] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:49] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:29:49] URI: /api/stats/get-client-dashboard-stats.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:30:03] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:30:07] URI: /api/utils/search.php?q=dini | Referer: http://localhost:8000/client/pages/clientDashboard.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:30:12] URI: /api/users/get-profile.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:30:12] URI: /api/notifications/get-notifications.php | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
[2026-02-11 09:30:12] URI: /api/events/get-events.php?client_id=1&limit=100 | Referer: http://localhost:8000/client/pages/events.html | Session Name: EVENTRA_CLIENT_SESS | ID: apsksou9cq0a66iopp6l64ne4v | UserID: 2 | Role: client
